Class,bma280_x[mg],bma280_y[mg],bma280_z[mg]
fan-trans,46,-46,990
fan-trans,17,3,1037
fan-trans,19,15,1052
fan-trans,19,0,1054
fan-trans,23,21,1044
fan-trans,19,3,1044
fan-trans,13,15,1048
fan-trans,15,21,1060
fan-trans,11,17,1039
fan-trans,9,21,1052
fan-trans,15,17,1054
fan-trans,19,21,1046
fan-trans,19,23,1042
fan-trans,17,13,1052
fan-trans,17,11,1050
fan-trans,9,19,1042
fan-trans,11,15,1048
fan-trans,17,19,1048
fan-trans,17,19,1054
fan-trans,9,19,1048
fan-trans,13,9,1046
fan-trans,17,23,1056
fan-trans,13,21,1048
fan-trans,19,15,1044
fan-trans,13,23,1046
fan-trans,19,5,1044
fan-trans,15,23,1052
fan-trans,11,21,1042
fan-trans,19,13,1058
fan-trans,15,23,1058
fan-trans,15,19,1050
fan-trans,11,19,1050
fan-trans,15,21,1052
fan-trans,9,11,1050
fan-trans,21,23,1052
fan-trans,17,11,1064
fan-trans,15,23,1054
fan-trans,17,17,1039
fan-trans,13,21,1052
fan-trans,11,19,1056
fan-trans,15,23,1052
fan-trans,21,21,1056
fan-trans,15,17,1054
fan-trans,7,17,1048
fan-trans,19,21,1044
fan-trans,17,17,1046
fan-trans,15,13,1046
fan-trans,17,19,1044
fan-trans,15,11,1056
fan-trans,15,23,1054
fan-trans,19,23,1050
fan-trans,21,17,1052
fan-trans,15,11,1041
fan-trans,13,19,1058
fan-trans,13,21,1044
fan-trans,13,21,1046
fan-trans,13,19,1052
fan-trans,15,17,1048
fan-trans,17,23,1046
fan-trans,15,19,1054
fan-trans,121,185,755
fan-trans,-27,-154,1367
fan-trans,261,80,966
fan-trans,19,3,1078
fan-trans,15,56,1064
fan-trans,74,44,1048
fan-trans,23,-25,1064
fan-trans,9,64,994
fan-trans,19,-3,1056
fan-trans,17,13,1044
fan-trans,7,21,1050
fan-trans,19,21,1046
fan-trans,17,19,1044
fan-trans,13,15,1060
fan-trans,19,21,1044
fan-trans,11,13,1031
fan-trans,19,23,1042
fan-trans,7,19,1050
fan-trans,23,19,1035
fan-trans,29,21,1064
fan-trans,5,19,1035
fan-trans,17,21,1046
fan-trans,25,23,1048
fan-trans,9,21,1037
fan-trans,27,23,1042
fan-trans,27,27,1041
fan-trans,-1,58,1007
fan-trans,33,15,1103
fan-trans,37,-99,1156
fan-trans,56,-23,1117
fan-trans,27,5,1046
fan-trans,0,60,996
fan-trans,0,29,1003
fan-trans,42,-3,1095
fan-trans,33,-3,1072
fan-trans,11,23,1027
fan-trans,3,23,1033
fan-trans,15,11,1062
fan-trans,29,9,1066
fan-trans,11,17,1039
fan-trans,11,21,1042
fan-trans,19,19,1054
fan-trans,19,15,1052
fan-trans,25,25,1050
fan-trans,15,21,1041
fan-trans,17,23,1050
fan-trans,27,19,1062
fan-trans,19,21,1046
fan-trans,11,23,1042
fan-trans,33,21,1052
fan-trans,21,17,1052
fan-trans,23,23,1041
fan-trans,13,17,1048
fan-trans,29,23,1064
fan-trans,23,15,1042
fan-trans,25,21,1039
fan-trans,21,23,1046
fan-trans,21,11,1054
fan-trans,17,21,1037
fan-trans,17,21,1046
fan-trans,15,9,1041
fan-trans,15,21,1041
fan-trans,19,15,1052
fan-trans,13,9,1058
fan-trans,19,19,1060
fan-trans,17,25,1042
fan-trans,15,19,1046
fan-trans,25,17,1068
fan-trans,15,15,1054
fan-trans,21,23,1048
fan-trans,17,15,1050
fan-trans,25,23,1056
fan-trans,15,17,1046
fan-trans,17,19,1050
fan-trans,27,17,1054
fan-trans,19,19,1046
fan-trans,21,25,1052
fan-trans,17,19,1044
fan-trans,15,21,1046
fan-trans,21,21,1046
fan-trans,15,15,1060
fan-trans,9,21,1054
fan-trans,27,23,1041
fan-trans,15,17,1046
fan-trans,19,23,1052
fan-trans,19,23,1050
fan-trans,5,15,1050
fan-trans,21,19,1062
fan-trans,15,21,1041
fan-trans,21,21,1044
fan-trans,37,17,1056
fan-trans,7,19,1033
fan-trans,19,23,1031
fan-trans,25,23,1054
fan-trans,17,15,1050
fan-trans,25,21,1046
fan-trans,21,23,1048
fan-trans,15,19,1044
fan-trans,13,15,1046
fan-trans,11,13,1041
fan-trans,19,21,1044
fan-trans,23,21,1052
fan-trans,23,19,1060
fan-trans,15,23,1046
fan-trans,13,13,1046
fan-trans,27,21,1064
fan-trans,17,23,1039
fan-trans,25,23,1041
fan-trans,21,21,1068
fan-trans,3,19,1035
fan-trans,21,23,1044
fan-trans,21,13,1048
fan-trans,25,23,1042
fan-trans,17,17,1041
fan-trans,25,17,1054
fan-trans,11,21,1044
fan-trans,17,17,1039
fan-trans,29,21,1064
fan-trans,9,9,1046
fan-trans,21,21,1048
fan-trans,23,25,1064
fan-trans,21,23,1046
fan-trans,27,21,1054
fan-trans,7,19,1029
fan-trans,23,21,1056
fan-trans,19,17,1041
fan-trans,27,21,1062
fan-trans,19,25,1041
fan-trans,15,21,1039
fan-trans,17,19,1048
fan-trans,23,17,1042
fan-trans,29,19,1062
fan-trans,19,23,1054
fan-trans,17,17,1042
fan-trans,27,19,1050
fan-trans,13,15,1041
fan-trans,15,15,1046
fan-trans,33,23,1052
fan-trans,27,23,1050
fan-trans,15,21,1042
fan-trans,19,21,1052
fan-trans,21,17,1056
fan-trans,19,23,1050
fan-trans,29,25,1050
fan-trans,25,19,1060
fan-trans,15,13,1048
fan-trans,15,17,1029
fan-trans,27,21,1050
fan-trans,21,21,1056
fan-trans,33,23,1052
fan-trans,13,17,1037
fan-trans,23,17,1046
fan-trans,21,9,1050
fan-trans,35,19,1054
fan-trans,15,25,1035
fan-trans,17,15,1052
fan-trans,33,19,1058
fan-trans,17,21,1052
fan-trans,9,21,1044
fan-trans,29,23,1058
fan-trans,5,17,1048
fan-trans,25,21,1074
fan-trans,23,11,1052
fan-trans,31,21,1058
fan-trans,15,23,1033
fan-trans,31,19,1052
fan-trans,15,19,1058
fan-trans,13,13,1054
fan-trans,21,13,1058
fan-trans,13,23,1044
fan-trans,23,21,1046
fan-trans,25,23,1058
fan-trans,15,11,1044
fan-trans,29,21,1062
fan-trans,13,23,1037
fan-trans,15,21,1029
fan-trans,27,23,1056
fan-trans,15,13,1042
fan-trans,19,19,1048
fan-trans,31,23,1056
fan-trans,1,19,1039
fan-trans,19,23,1052
fan-trans,15,13,1050
fan-trans,21,21,1048
fan-trans,39,23,1054
fan-trans,23,21,1044
fan-trans,35,21,1068
fan-trans,13,11,1048
fan-trans,17,23,1052
fan-trans,17,21,1042
fan-trans,9,21,1048
fan-trans,13,19,1056
fan-trans,15,13,1046
fan-trans,27,23,1058
fan-trans,33,23,1048
fan-trans,5,15,1031
fan-trans,23,19,1058
fan-trans,17,15,1050
fan-trans,25,21,1050
fan-trans,19,29,1050
fan-trans,7,19,1033
fan-trans,21,23,1048
fan-trans,21,13,1039
fan-trans,17,23,1058
fan-trans,9,15,1033
fan-trans,37,23,1064
fan-trans,7,7,1052
fan-trans,17,17,1037
fan-trans,21,23,1060
fan-trans,7,7,1041
fan-trans,29,23,1068
fan-trans,7,5,1046
fan-trans,35,21,1056
fan-trans,15,25,1046
fan-trans,21,21,1041
fan-trans,31,21,1041
