Class,bma280_x[mg],bma280_y[mg],bma280_z[mg]
fan-blocked,89,-91,960
fan-blocked,66,-111,1138
fan-blocked,27,-23,1074
fan-blocked,35,3,1070
fan-blocked,27,21,1039
fan-blocked,54,0,1056
fan-blocked,11,-39,1039
fan-blocked,23,-19,1083
fan-blocked,50,5,1062
fan-blocked,27,19,1058
fan-blocked,37,-3,1076
fan-blocked,33,-27,1064
fan-blocked,25,-39,1035
fan-blocked,37,11,1056
fan-blocked,33,19,1054
fan-blocked,41,-35,1037
fan-blocked,27,-35,1066
fan-blocked,9,-11,1027
fan-blocked,27,0,1046
fan-blocked,42,15,1029
fan-blocked,29,-5,1013
fan-blocked,25,-3,1072
fan-blocked,11,-31,1044
fan-blocked,23,-37,1052
fan-blocked,33,31,1064
fan-blocked,42,-1,1023
fan-blocked,33,7,1050
fan-blocked,31,-23,1050
fan-blocked,25,-29,1080
fan-blocked,35,9,1048
fan-blocked,58,-3,1078
fan-blocked,9,-13,1060
fan-blocked,11,-3,1023
fan-blocked,5,-42,1023
fan-blocked,33,15,1033
fan-blocked,42,11,1085
fan-blocked,13,-9,1029
fan-blocked,29,-3,1070
fan-blocked,15,-39,1054
fan-blocked,37,11,1054
fan-blocked,41,17,1062
fan-blocked,27,-29,1052
fan-blocked,21,-42,1066
fan-blocked,21,-13,1044
fan-blocked,-72,-56,1406
fan-blocked,66,-27,845
fan-blocked,-50,166,750
fan-blocked,52,-107,1158
fan-blocked,0,17,998
fan-blocked,31,58,916
fan-blocked,-99,310,714
fan-blocked,-273,-35,1074
fan-blocked,119,9,1082
fan-blocked,126,-150,1425
fan-blocked,74,-232,1078
fan-blocked,111,17,935
fan-blocked,107,48,908
fan-blocked,54,-3,1027
fan-blocked,5,3,1066
fan-blocked,-3,35,976
fan-blocked,56,21,1005
fan-blocked,52,-5,1064
fan-blocked,54,-17,1066
fan-blocked,48,-19,1025
fan-blocked,15,-41,1068
fan-blocked,50,-29,1105
fan-blocked,50,-1,1033
fan-blocked,91,19,1117
fan-blocked,9,0,1041
fan-blocked,-1,23,949
fan-blocked,13,17,1070
fan-blocked,64,13,1054
fan-blocked,83,17,1078
fan-blocked,29,-13,1078
fan-blocked,31,-39,1039
fan-blocked,31,-13,1048
fan-blocked,42,19,1003
fan-blocked,13,23,1082
fan-blocked,19,17,996
fan-blocked,3,-5,1060
fan-blocked,15,-39,1068
fan-blocked,87,3,1111
fan-blocked,64,3,1066
fan-blocked,35,15,996
fan-blocked,-1,-5,1033
fan-blocked,19,13,1011
fan-blocked,1,-42,1072
fan-blocked,23,-17,1027
fan-blocked,74,17,1097
fan-blocked,31,-13,1042
fan-blocked,3,-15,1023
fan-blocked,23,3,1048
fan-blocked,33,-3,1031
fan-blocked,62,19,1072
fan-blocked,5,-9,1056
fan-blocked,15,-13,1072
fan-blocked,13,-31,1025
fan-blocked,62,9,1062
fan-blocked,39,11,1083
fan-blocked,19,-3,1039
fan-blocked,0,1,992
fan-blocked,11,-23,988
fan-blocked,33,-5,1023
fan-blocked,58,17,1076
fan-blocked,27,5,1023
fan-blocked,39,1,1035
fan-blocked,1,1,1039
fan-blocked,3,-23,1078
fan-blocked,50,5,1085
fan-blocked,35,11,1015
