Class,bma280_x[mg],bma280_y[mg],bma280_z[mg]
fan-on,-97,70,843
fan-on,5,-41,1082
fan-on,5,46,996
fan-on,7,-11,1068
fan-on,9,23,1031
fan-on,15,-17,1087
fan-on,5,23,1041
fan-on,5,7,1042
fan-on,25,21,1046
fan-on,13,1,1095
fan-on,1,-5,1037
fan-on,15,-3,1070
fan-on,1,7,1037
fan-on,23,17,1033
fan-on,-3,17,1041
fan-on,7,19,1029
fan-on,19,5,1070
fan-on,1,-17,1035
fan-on,0,33,1035
fan-on,7,13,1023
fan-on,7,-5,1027
fan-on,29,21,1101
fan-on,5,-3,1058
fan-on,15,13,1064
fan-on,9,1,1046
fan-on,-1,19,1041
fan-on,1,29,1017
fan-on,17,1,1050
fan-on,21,13,1070
fan-on,7,-23,1070
fan-on,0,9,1042
fan-on,3,25,1015
fan-on,21,19,1058
fan-on,27,5,1095
fan-on,19,-3,1054
fan-on,27,21,1078
fan-on,13,-17,1078
fan-on,11,5,1039
fan-on,-3,35,994
fan-on,7,3,1072
fan-on,21,25,1044
fan-on,-3,5,1042
fan-on,11,17,1050
fan-on,15,11,1062
fan-on,9,5,1078
fan-on,25,-3,1087
fan-on,9,17,1027
fan-on,31,7,1099
fan-on,25,-17,1058
fan-on,7,27,1035
fan-on,-3,23,1025
fan-on,29,-7,1109
fan-on,7,9,1039
fan-on,13,9,1054
fan-on,13,3,1058
fan-on,80,105,716
fan-on,70,441,279
fan-on,82,83,1173
fan-on,31,11,1044
fan-on,15,42,1011
fan-on,3,25,1078
fan-on,0,58,960
fan-on,13,13,1136
fan-on,3,11,990
fan-on,-23,125,982
fan-on,-99,54,998
fan-on,-62,107,1013
fan-on,-60,60,992
fan-on,25,29,888
fan-on,89,-80,1152
fan-on,9,-82,1171
fan-on,1,29,929
fan-on,41,29,958
fan-on,7,23,1068
fan-on,0,17,1046
fan-on,3,23,1042
fan-on,0,23,1099
fan-on,-3,3,996
fan-on,15,25,1019
fan-on,11,23,1033
fan-on,1,5,1087
fan-on,5,15,1070
fan-on,13,5,1033
fan-on,37,5,1089
fan-on,13,19,1095
fan-on,19,21,1052
fan-on,11,25,1041
fan-on,13,11,1072
fan-on,0,21,1037
fan-on,21,21,1019
fan-on,11,25,1050
fan-on,1,23,1056
fan-on,7,13,1042
fan-on,13,23,1017
fan-on,0,15,1041
fan-on,5,21,1083
fan-on,23,-1,1005
fan-on,19,23,1074
fan-on,7,5,1080
fan-on,13,-1,1062
fan-on,3,1,1046
fan-on,21,9,1033
fan-on,31,19,1029
fan-on,0,-1,1064
fan-on,21,25,1019
fan-on,13,19,1087
fan-on,1,3,1044
fan-on,11,15,1041
fan-on,11,19,1015
fan-on,23,19,1095
fan-on,15,21,1037
fan-on,21,27,1023
fan-on,7,19,1052
fan-on,19,5,1062
fan-on,0,-3,1052
fan-on,21,21,1035
fan-on,15,13,1013
fan-on,1,3,1048
fan-on,15,23,1033
fan-on,1,1,1062
fan-on,17,15,1060
fan-on,11,7,1025
fan-on,11,19,1011
fan-on,17,19,1023
fan-on,9,21,1087
fan-on,-1,-1,1035
fan-on,19,23,1056
fan-on,0,21,1033
fan-on,0,7,1062
fan-on,13,23,1031
fan-on,13,5,1035
fan-on,5,25,1101
fan-on,0,0,1027
fan-on,15,19,1042
fan-on,17,23,1023
fan-on,1,13,1056
fan-on,0,13,1074
fan-on,25,13,1011
fan-on,9,21,1066
fan-on,0,0,1070
fan-on,7,3,1035
fan-on,11,19,1046
fan-on,7,19,1042
fan-on,21,13,1070
fan-on,7,11,1068
fan-on,7,17,1056
fan-on,13,9,1054
fan-on,11,3,1060
fan-on,9,11,1039
fan-on,17,23,1019
fan-on,15,13,1085
fan-on,13,15,1050
fan-on,17,21,1072
fan-on,3,3,1050
fan-on,15,13,1066
fan-on,0,15,1037
fan-on,29,25,1019
fan-on,15,7,1066
fan-on,11,17,1058
fan-on,5,15,1017
fan-on,21,15,1076
fan-on,19,-7,1037
fan-on,3,-9,1050
fan-on,21,25,1107
fan-on,7,0,1074
fan-on,9,15,1068
fan-on,11,17,1015
fan-on,17,23,1044
fan-on,11,9,1039
fan-on,0,5,1080
fan-on,29,15,1029
fan-on,19,11,1015
fan-on,21,25,1099
fan-on,3,13,1035
fan-on,13,7,1054
fan-on,15,7,1033
fan-on,1,15,1097
fan-on,13,7,1035
fan-on,31,27,1025
fan-on,7,11,1087
fan-on,0,-1,1041
fan-on,15,7,1048
fan-on,1,5,1070
fan-on,5,7,1031
fan-on,0,-3,1080
fan-on,11,-1,1007
fan-on,17,25,1056
fan-on,0,3,1048
fan-on,13,15,1052
fan-on,31,29,1027
fan-on,1,17,1054
fan-on,15,25,1085
fan-on,17,9,1007
fan-on,5,23,1058
fan-on,7,9,1066
fan-on,1,17,1046
fan-on,0,13,1031
fan-on,27,25,1031
fan-on,13,15,1058
fan-on,9,5,1033
fan-on,11,23,1050
fan-on,5,3,1060
fan-on,13,11,1070
fan-on,0,3,1082
fan-on,23,19,1082
fan-on,25,17,1031
fan-on,3,-5,1056
fan-on,33,29,1037
fan-on,9,13,1023
fan-on,7,3,1066
fan-on,3,13,1037
fan-on,13,25,1027
fan-on,5,9,1064
fan-on,21,23,1060
fan-on,3,21,1007
fan-on,15,15,1064
fan-on,0,3,1037
fan-on,13,21,1089
fan-on,7,-1,1025
fan-on,33,27,1023
fan-on,11,11,1085
fan-on,1,-3,1041
fan-on,15,9,1039
fan-on,11,5,1031
fan-on,13,19,1064
fan-on,11,7,1080
fan-on,35,25,1023
fan-on,17,23,1078
fan-on,0,5,1048
fan-on,-1,3,1048
fan-on,37,31,1029
fan-on,7,9,1048
fan-on,9,15,1072
fan-on,13,11,1007
fan-on,5,9,1091
fan-on,-1,11,1021
fan-on,19,13,1052
fan-on,7,11,1042
fan-on,11,17,1058
fan-on,7,13,1085
fan-on,13,3,1013
fan-on,17,23,1056
fan-on,1,7,1060
fan-on,13,23,1078
fan-on,5,7,1052
fan-on,9,23,1031
fan-on,5,5,1083
fan-on,15,5,1011
fan-on,7,19,1074
fan-on,5,9,1068
fan-on,15,19,1068
fan-on,-3,3,1025
fan-on,19,27,1056
fan-on,0,9,1054
fan-on,9,11,1068
fan-on,7,23,1025
fan-on,7,21,1033
fan-on,17,17,1070
fan-on,-1,3,1019
fan-on,9,23,1046
fan-on,5,13,1064
fan-on,5,17,1076
fan-on,15,23,1042
fan-on,9,17,1054
fan-on,15,19,1027
fan-on,15,17,1054
fan-on,19,11,1029
fan-on,23,11,1017
fan-on,7,21,1095
fan-on,15,23,1025
fan-on,17,15,1054
fan-on,3,1,1033
fan-on,3,11,1091
fan-on,5,9,1025
fan-on,29,25,1027
fan-on,19,21,1078
fan-on,3,15,1037
fan-on,1,5,1044
fan-on,21,25,1044
fan-on,15,17,1072
fan-on,11,15,1025
fan-on,41,31,1029
fan-on,3,11,1078
fan-on,7,15,1050
fan-on,13,13,1064
fan-on,0,15,1048
fan-on,9,13,1044
fan-on,11,13,1072
fan-on,13,3,1031
fan-on,19,21,1058
fan-on,13,15,1058
fan-on,13,11,1064
fan-on,19,19,1025
fan-on,7,23,1064
fan-on,17,19,1076
fan-on,15,5,1015
fan-on,7,23,1041
fan-on,17,19,1080
fan-on,13,15,1042
fan-on,7,21,1041
fan-on,1,15,1048
fan-on,11,11,1052
fan-on,15,13,1083
fan-on,3,17,1023
fan-on,17,15,1058
fan-on,1,5,1039
fan-on,7,11,1046
fan-on,19,19,1039
fan-on,7,-1,1050
fan-on,9,15,1089
fan-on,9,19,1023
fan-on,19,15,1054
fan-on,-3,5,1042
fan-on,13,19,1076
fan-on,3,7,1025
fan-on,0,5,1054
fan-on,7,17,1064
fan-on,17,21,1027
fan-on,13,19,1052
fan-on,0,11,1046
fan-on,9,19,1076
fan-on,5,0,1031
fan-on,31,37,1042
fan-on,7,17,1072
fan-on,11,9,1052
fan-on,23,21,1070
fan-on,3,7,1048
fan-on,5,11,1078
fan-on,9,-7,1039
fan-on,33,27,1029
fan-on,25,21,1089
fan-on,0,1,1042
fan-on,13,7,1031
fan-on,9,21,1041
fan-on,3,23,1048
fan-on,27,23,1097
fan-on,5,5,1029
fan-on,15,23,1015
fan-on,5,9,1050
fan-on,-3,-3,1048
fan-on,11,19,1035
fan-on,17,13,1033
fan-on,29,19,1085
fan-on,15,13,1019
fan-on,3,15,1039
fan-on,29,21,1039
fan-on,-3,-3,1062
fan-on,0,1,1031
fan-on,21,29,1048
fan-on,1,-3,1039
fan-on,1,1,1013
fan-on,7,25,1031
fan-on,7,0,1066
fan-on,21,25,1080
fan-on,0,9,1060
fan-on,13,17,1035
fan-on,5,11,1029
fan-on,5,5,1085
fan-on,13,21,1029
fan-on,11,11,1042
fan-on,0,11,1048
fan-on,0,7,1082
fan-on,13,11,1013
fan-on,3,7,1054
fan-on,3,3,1083
fan-on,3,7,1062
fan-on,1,11,1041
fan-on,0,7,1082
fan-on,0,7,1082
fan-on,7,15,1044
fan-on,29,25,1033
fan-on,13,19,1080
fan-on,3,19,1054
fan-on,-1,1,1027
fan-on,5,5,1046
fan-on,0,-1,1072
fan-on,0,0,1046
fan-on,31,25,1031
fan-on,31,23,1097
fan-on,0,-3,1039
fan-on,7,17,1035
fan-on,13,19,1035
fan-on,9,19,1056
fan-on,33,27,1097
fan-on,0,-9,1025
fan-on,13,17,1048
fan-on,13,21,1058
fan-on,-9,-23,1017
fan-on,33,25,1052
fan-on,15,17,1050
fan-on,39,27,1091
fan-on,1,-7,1007
fan-on,13,23,1046
fan-on,5,-1,1044
fan-on,37,23,1099
fan-on,1,0,1050
fan-on,19,23,1029
fan-on,31,23,1113
fan-on,1,-1,1021
fan-on,9,21,1044
fan-on,13,7,1037
fan-on,17,27,1085
fan-on,5,9,1052
fan-on,17,21,1029
fan-on,-3,-1,1048
fan-on,5,13,1087
fan-on,13,9,1062
fan-on,-1,-7,1039
fan-on,1,9,1021
fan-on,1,19,1054
fan-on,15,23,1031
fan-on,0,1,1031
fan-on,3,13,1093
fan-on,9,9,1025
fan-on,29,25,1052
fan-on,-3,0,1027
fan-on,1,17,1087
fan-on,-1,-7,1033
fan-on,39,39,1031
fan-on,5,13,1054
fan-on,1,7,1019
fan-on,33,31,1064
fan-on,-9,-1,1029
